name,university,cutOffMark,popularity,type,location,description,duration
Máster en Física Aplicada,Universidad de Barcelona,0,93,master,Barcelona,"Estudio de las aplicaciones de la física en el desarrollo tecnológico y la ingeniería.",1 año
Máster en Física de Materiales,Universidad de Valencia,0,88,master,Valencia,"Estudio profundo de los materiales y sus aplicaciones en la industria y la investigación.",1 año
Máster en Física Experimental,Universidad de Zaragoza,0,85,master,Zaragoza,"Formación avanzada en técnicas experimentales y su aplicación en diversos campos de la ciencia.",1 año
Máster en Física Computacional,Universidad Autónoma de Barcelona,0,90,master,Barcelona,"Formación en el uso de técnicas computacionales para resolver problemas físicos complejos.",1 año
Máster en Física Nuclear,Universidad de Salamanca,0,87,master,Salamanca,"Estudio de la física nuclear aplicada a la energía y la investigación científica.",1 año
Máster en Óptica y Fotónica,Universidad de Alicante,0,84,master,Alicante,"Estudio de la física óptica aplicada a la tecnología, desde las telecomunicaciones hasta la medicina.",1 año
Máster en Astrofísica,Universidad de Granada,0,92,master,Granada,"Formación especializada en astrofísica, cosmología y sus aplicaciones científicas y tecnológicas.",1 año
Máster en Física Matemática,Universidad de Sevilla,0,86,master,Sevilla,"Estudio de la física aplicada a las matemáticas avanzadas y sus aplicaciones científicas.",1 año
Máster en Física Experimental Aplicada,Universidad de Málaga,0,89,master,Málaga,"Formación en la física experimental y su aplicación en la tecnología y la investigación.",1 año
Grado en Física e Instrumentación Espacial,Universidad Politécnica de Madrid,8.60,95,carrera universitaria,Madrid,"Estudio de la física aplicada en la instrumentación para el espacio exterior.",4 años
Grado en Física e Instrumentación Espacial,Universidad de Barcelona,8.50,92,carrera universitaria,Barcelona,"Formación especializada en el uso de instrumentos para la investigación espacial.",4 años
Grado en Física e Instrumentación Espacial,Universidad de Valencia,8.40,90,carrera universitaria,Valencia,"Desarrollo de habilidades en física y tecnología espacial aplicada en satélites y telescopios.",4 años
Grado en Física y Tecnología Espacial,Universidad de Zaragoza,8.20,85,carrera universitaria,Zaragoza,"Enfoque en las aplicaciones de la física para el desarrollo de tecnología espacial.",4 años
Grado en Física Aplicada e Instrumentación Espacial,Universidad Autónoma de Madrid,8.30,88,carrera universitaria,Madrid,"Física aplicada en la instrumentación espacial y sus aplicaciones tecnológicas.",4 años
Grado Superior en Instrumentación Espacial y Robótica,Instituto de Formación Profesional,0,80,grado superior,Online,"Formación en la instrumentación y robótica aplicada en el ámbito espacial.",2 años
Grado Superior en Tecnologías Espaciales,Instituto de Formación Profesional,0,82,grado superior,Online,"Estudio de las tecnologías aplicadas a la ingeniería espacial y sus avances.",2 años
Grado Superior en Física y Electrónica Espacial,Instituto de Formación Profesional,0,85,grado superior,Online,"Formación en la física y electrónica aplicada a los sistemas espaciales y satélites.",2 años
Máster en Instrumentación y Tecnología Espacial,Universidad de Barcelona,0,91,master,Barcelona,"Formación avanzada en el desarrollo de sistemas de instrumentación para misiones espaciales.",1 año
Máster en Física Espacial y Astrobiología,Universidad de Valencia,0,89,master,Valencia,"Estudio de la física espacial y su relación con la astrobiología en el espacio exterior.",1 año
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Fisioterapia,Universidad de Barcelona,8.30,95,carrera universitaria,Barcelona,"Estudio integral de la fisioterapia, incluyendo técnicas manuales y ejercicios terapéuticos.",4 años
Grado en Fisioterapia,Universidad de Madrid,8.50,92,carrera universitaria,Madrid,"Formación avanzada en fisioterapia para el tratamiento de lesiones y enfermedades físicas.",4 años
Grado en Fisioterapia,Universidad de Valencia,8.20,89,carrera universitaria,Valencia,"Educación en fisioterapia para la rehabilitación de pacientes y prevención de enfermedades musculoesqueléticas.",4 años
Grado en Fisioterapia,Universidad de Sevilla,8.10,88,carrera universitaria,Sevilla,"Fisioterapia centrada en la recuperación de pacientes y mejora de su calidad de vida.",4 años
Grado en Fisioterapia,Universidad Autónoma de Barcelona,8.40,91,carrera universitaria,Barcelona,"Estudio de la fisioterapia con énfasis en la rehabilitación física y el tratamiento de lesiones deportivas.",4 años
Grado en Fisioterapia,Universidad de Zaragoza,8.15,87,carrera universitaria,Zaragoza,"Formación en técnicas de fisioterapia para la recuperación de pacientes en clínicas y hospitales.",4 años
Grado en Fisioterapia,Universidad de Salamanca,8.00,85,carrera universitaria,Salamanca,"Fisioterapia aplicada a la rehabilitación funcional, con atención personalizada a cada paciente.",4 años
Grado en Fisioterapia,Universidad de Alicante,8.25,90,carrera universitaria,Alicante,"Formación para convertirse en profesional en el tratamiento y rehabilitación de pacientes.",4 años
Grado en Fisioterapia,Universidad de Málaga,8.05,86,carrera universitaria,Málaga,"Estudio teórico-práctico para tratar trastornos musculoesqueléticos y neurológicos.",4 años
Grado en Fisioterapia,Universidad de Granada,8.10,84,carrera universitaria,Granada,"Enfoque en técnicas de fisioterapia manual y reeducación postural.",4 años
Grado Superior en Terapias Fisiológicas,Instituto de Formación Profesional,0,80,grado superior,Online,"Curso de formación superior en fisioterapia, centrado en técnicas de rehabilitación y recuperación física.",2 años
Grado Superior en Fisioterapia y Rehabilitación,Instituto de Formación Profesional,0,82,grado superior,Online,"Estudios avanzados en fisioterapia y rehabilitación para el tratamiento de pacientes con lesiones.",2 años
Grado Superior en Fisioterapia Deportiva,Instituto de Formación Profesional,0,85,grado superior,Online,"Formación en fisioterapia aplicada a la rehabilitación deportiva y tratamiento de lesiones específicas.",2 años
Grado Superior en Técnicas de Fisioterapia y Rehabilitación,Instituto de Formación Profesional,0,83,grado superior,Online,"Técnicas de fisioterapia centradas en la recuperación funcional y la rehabilitación integral.",2 años
Grado Superior en Fisioterapia Neurológica,Instituto de Formación Profesional,0,84,grado superior,Online,"Fisioterapia aplicada en el tratamiento de enfermedades neurológicas y discapacidades motoras.",2 años
Grado Superior en Rehabilitación Fisioterapéutica,Instituto de Formación Profesional,0,81,grado superior,Online,"Formación en rehabilitación fisioterapéutica para mejorar la movilidad y la calidad de vida de los pacientes.",2 años
Grado Superior en Fisioterapia Infantil,Instituto de Formación Profesional,0,87,grado superior,Online,"Especialización en fisioterapia pediátrica para el tratamiento de niños con necesidades específicas.",2 años
Grado Superior en Fisioterapia Respiratoria,Instituto de Formación Profesional,0,82,grado superior,Online,"Enfoque en técnicas de fisioterapia respiratoria para el tratamiento de afecciones pulmonares y respiratorias.",2 años
Grado Superior en Fisioterapia para la Tercera Edad,Instituto de Formación Profesional,0,86,grado superior,Online,"Formación especializada en el tratamiento de la fisioterapia en personas mayores.",2 años
Máster en Fisioterapia Deportiva,Universidad de Barcelona,0,90,master,Barcelona,"Máster orientado al tratamiento y prevención de lesiones deportivas mediante fisioterapia.",1 año
Máster en Rehabilitación Neurológica,Universidad de Madrid,0,92,master,Madrid,"Especialización en el tratamiento de enfermedades neurológicas a través de fisioterapia.",1 año
Máster en Fisioterapia Ortopédica,Universidad de Valencia,0,88,master,Valencia,"Formación avanzada en técnicas de fisioterapia ortopédica para el tratamiento de trastornos musculoesqueléticos.",1 año
Máster en Fisioterapia Respiratoria y Cardíaca,Universidad de Zaragoza,0,91,master,Zaragoza,"Máster en técnicas de fisioterapia aplicadas a enfermedades respiratorias y cardiovasculares.",1 año
Máster en Fisioterapia Geriátrica,Universidad de Salamanca,0,89,master,Salamanca,"Formación avanzada en fisioterapia aplicada a la rehabilitación y mejora de la calidad de vida de los mayores.",1 año
Máster en Fisioterapia Neuromuscular,Universidad Autónoma de Madrid,0,86,master,Madrid,"Especialización en el tratamiento de afecciones neuromusculares mediante fisioterapia avanzada.",1 año
Máster en Fisioterapia Oncológica,Universidad de Alicante,0,85,master,Alicante,"Formación en el tratamiento y rehabilitación de pacientes oncológicos mediante fisioterapia.",1 año
Máster en Fisioterapia en Traumatología,Universidad de Granada,0,88,master,Granada,"Máster especializado en la rehabilitación de pacientes con lesiones traumatológicas.",1 año
Máster en Fisioterapia en Dolor Crónico,Universidad de Sevilla,0,90,master,Sevilla,"Estudio avanzado en técnicas de fisioterapia para el tratamiento del dolor crónico.",1 año
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Fotografía,Universidad de Barcelona,7.80,92,carrera universitaria,Barcelona,"Estudio en técnicas fotográficas, historia de la fotografía y creación de proyectos fotográficos.",4 años
Grado en Fotografía,Universidad de Madrid,7.70,90,carrera universitaria,Madrid,"Formación completa en fotografía artística y comercial, con enfoque en técnicas digitales y analógicas.",4 años
Grado en Fotografía y Creación Audiovisual,Universidad de Valencia,7.60,91,carrera universitaria,Valencia,"Estudio de la fotografía en el ámbito audiovisual, incluyendo técnicas de grabación, edición y postproducción.",4 años
Grado en Fotografía,Universidad de Salamanca,7.50,85,carrera universitaria,Salamanca,"Formación en fotografía artística, conceptual y documental, con formación práctica en estudios fotográficos.",4 años
Grado en Fotografía,Universidad Autónoma de Barcelona,7.80,89,carrera universitaria,Barcelona,"Grado orientado a la creación fotográfica digital y tradicional, con énfasis en la creatividad y la experimentación.",4 años
Grado en Fotografía,Universidad de Sevilla,7.90,87,carrera universitaria,Sevilla,"Programa completo de formación en fotografía, con técnicas avanzadas de iluminación y edición digital.",4 años
Grado en Fotografía y Creación Audiovisual,Universidad de Málaga,7.40,88,carrera universitaria,Málaga,"Grado enfocado en la fotografía y su relación con el cine y la creación audiovisual, además de la producción de contenidos.",4 años
Grado en Fotografía,Universidad de Alicante,7.60,86,carrera universitaria,Alicante,"Enfoque en el desarrollo creativo en fotografía y la exploración de nuevos lenguajes visuales.",4 años
Grado en Fotografía y Creación Audiovisual,Universidad de Zaragoza,7.70,90,carrera universitaria,Zaragoza,"Estudios de fotografía aplicada a la creación de contenidos audiovisuales, con énfasis en la narrativa visual.",4 años
